name,level,exp
Nidoran(M),94,2694438
Nidoran(M),15,8317
Nidoran(M),35,118141
Nidoran(M),55,473254
Nidoran(M),75,1221989
Nidoran(M),95,2890251
Nidoran(M),16,10213
Nidoran(M),36,128868
Nidoran(M),56,500058
Nidoran(M),76,1272828
Nidoran(M),96,3155568
Nidoran(M),17,12380
Nidoran(M),37,140225
Nidoran(M),57,527860
Nidoran(M),77,1325177
Nidoran(M),97,3543467
Nidoran(M),18,14836
Nidoran(M),38,152231
Nidoran(M),58,556678
Nidoran(M),78,1379091
Nidoran(M),98,4162440
Nidoran(M),19,17597
Nidoran(M),39,164905
Nidoran(M),59,586531
Nidoran(M),79,1434634
Nidoran(M),99,5253576
Nidoran(M),20,20683
Nidoran(M),40,178264
Nidoran(M),60,617440
Nidoran(M),80,1491884
Nidoran(M),100,7412772
Nidorino,1,0
Nidorino,21,47419
Nidorino,41,378242
Nidorino,61,1277198
Nidorino,81,3050174
Nidorino,2,103
Nidorino,22,54870
Nidorino,42,407317
Nidorino,62,1342249
Nidorino,82,3170086
Nidorino,3,149
Nidorino,23,63064
Nidorino,43,437847
Nidorino,63,1409491
Nidorino,83,3294074
Nidorino,4,265
Nidorino,24,72039
Nidorino,44,469867
Nidorino,64,1478964
Nidorino,84,3422525
Nidorino,5,487
Nidorino,25,81828
Nidorino,45,503414
Nidorino,65,1550710
Nidorino,85,3555953
Nidorino,6,852
Nidorino,26,92467
Nidorino,46,538522
Nidorino,66,1624769
Nidorino,86,3695052
Nidorino,7,1393
Nidorino,27,103992
Nidorino,47,575229
Nidorino,67,1701186
Nidorino,87,3840777
Nidorino,8,2148
Nidorino,28,116439
Nidorino,48,613569
Nidorino,68,1780004
Nidorino,88,3994472
Nidorino,9,3150
Nidorino,29,129843
Nidorino,49,653579
Nidorino,69,1861271
Nidorino,89,4158067
Nidorino,10,4436
Nidorino,30,144239
Nidorino,50,695295
Nidorino,70,1945034
Nidorino,90,4334402
Nidorino,11,6040
Nidorino,31,159662
Nidorino,51,738753
Nidorino,71,2031346
Nidorino,91,4527754
Nidorino,12,7999
Nidorino,32,176149
Nidorino,52,783990
Nidorino,72,2120261
Nidorino,92,4744756
Nidorino,13,10348
Nidorino,33,193735
Nidorino,53,831041
Nidorino,73,2211838
Nidorino,93,4996009
Nidorino,14,13122
Nidorino,34,212455
Nidorino,54,879943
Nidorino,74,2306143
Nidorino,94,5299061
Nidorino,15,16356
Nidorino,35,232345
Nidorino,55,930733
Nidorino,75,2403246
Nidorino,95,5684161
Nidorino,16,20087
Nidorino,36,253440
Nidorino,56,983448
Nidorino,76,2503228
Nidorino,96,6205950
Nidorino,17,24349
Nidorino,37,275776
Nidorino,57,1038124
Nidorino,77,2606181
Nidorino,97,6968818
Nidorino,18,29178
Nidorino,38,299389
Nidorino,58,1094800
Nidorino,78,2712212
Nidorino,98,8186132
Nidorino,19,34609
Nidorino,39,324314
Nidorino,59,1153512
Nidorino,79,2821447
Nidorino,99,10332032
Nidorino,20,40677
Nidorino,40,350586
Nidorino,60,1214298
Nidorino,80,2934039
Nidorino,100,14578451
Nidoking,1,0
Nidoking,21,78363
Nidoking,41,625062
Nidoking,61,2110624
Nidoking,81,5040542
Nidoking,2,171
Nidoking,22,90675
Nidoking,42,673109
Nidoking,62,2218123
Nidoking,82,5238702
Nidoking,3,246
Nidoking,23,104217
Nidoking,43,723561
Nidoking,63,2329244
Nidoking,83,5443597
Nidoking,4,438
Nidoking,24,119047
Nidoking,44,776476
Nidoking,64,2444052
Nidoking,84,5655868
Nidoking,5,806
Nidoking,25,135224
Nidoking,45,831913
Nidoking,65,2562614
Nidoking,85,5876364
Nidoking,6,1408
Nidoking,26,152806
Nidoking,46,889931
Nidoking,66,2685000
Nidoking,86,6106230
Nidoking,7,2303
Nidoking,27,171852
Nidoking,47,950590
Nidoking,67,2811282
Nidoking,87,6347047
Nidoking,8,3549
Nidoking,28,192421
Nidoking,48,1013949
Nidoking,68,2941533
Nidoking,88,6601035
Nidoking,9,5206
Nidoking,29,214571
Nidoking,49,1080068
Nidoking,69,3075829
Nidoking,89,6871383
Nidoking,10,7331
Nidoking,30,238361
Nidoking,50,1149005
Nidoking,70,3214252
Nidoking,90,7162783
Nidoking,11,9982
Nidoking,31,263849
Nidoking,51,1220822
Nidoking,71,3356886
Nidoking,91,7482306
Nidoking,12,13220
Nidoking,32,291094
Nidoking,52,1295577
Nidoking,72,3503821
Nidoking,92,7840911
Nidoking,13,17101
Nidoking,33,320155
Nidoking,53,1373331
Nidoking,73,3655157
Nidoking,93,8256116
Nidoking,14,21685
Nidoking,34,351091
Nidoking,54,1454144
Nidoking,74,3810999
Nidoking,94,8756924
Nidoking,15,27030
Nidoking,35,383960
Nidoking,55,1538076
Nidoking,75,3971466
Nidoking,95,9393317
Nidoking,16,33195
Nidoking,36,418821
Nidoking,56,1625190
Nidoking,76,4136691
Nidoking,96,10255596
Nidoking,17,40238
Nidoking,37,455732
Nidoking,57,1715545
Nidoking,77,4306825
Nidoking,97,11516268
Nidoking,18,48217
Nidoking,38,494753
Nidoking,58,1809203
Nidoking,78,4482046
Nidoking,98,13527931
Nidoking,19,57192
Nidoking,39,535942
Nidoking,59,1906227
Nidoking,79,4662562
Nidoking,99,17074122
Nidoking,20,67221
Nidoking,40,579359
Nidoking,60,2006680
Nidoking,80,4848624
Nidoking,100,24091509
Clefairy,1,0
Clefairy,21,27326
Clefairy,41,217970
Clefairy,61,736012
Clefairy,81,1757727
Clefairy,2,59
Clefairy,22,31620
Clefairy,42,234725
Clefairy,62,773499
Clefairy,82,1826829
Clefairy,3,85
Clefairy,23,36342
Clefairy,43,252318
Clefairy,63,812249
Clefairy,83,1898280
Clefairy,4,152
Clefairy,24,41514
Clefairy,44,270771
Clefairy,64,852284
Clefairy,84,1972302
Clefairy,5,281
Clefairy,25,47155
Clefairy,45,290103
Clefairy,65,893629
Clefairy,85,2049193
Clefairy,6,491
Clefairy,26,53286
Clefairy,46,310335
Clefairy,66,936307
Clefairy,86,2129352
Clefairy,7,803
Clefairy,27,59928
Clefairy,47,331488
Clefairy,67,980344
Clefairy,87,2213329
Clefairy,8,1237
Clefairy,28,67100
Clefairy,48,353582
Clefairy,68,1025765
Clefairy,88,2301899
Clefairy,9,1815
Clefairy,29,74824
Clefairy,49,376639
Clefairy,69,1072596
Clefairy,89,2396174
Clefairy,10,2556
Clefairy,30,83120
Clefairy,50,400678
Clefairy,70,1120867
Clefairy,90,2497791
Clefairy,11,3481
Clefairy,31,92008
Clefairy,51,425722
Clefairy,71,1170606
Clefairy,91,2609214
Clefairy,12,4610
Clefairy,32,101509
Clefairy,52,451791
Clefairy,72,1221845
Clefairy,92,2734266
Clefairy,13,5963
Clefairy,33,111644
Clefairy,53,478905
Clefairy,73,1274618
Clefairy,93,2879056
Clefairy,14,7562
Clefairy,34,122431
Clefairy,54,507086
Clefairy,74,1328963
Clefairy,94,3053696
Clefairy,15,9426
Clefairy,35,133893
Clefairy,55,536355
Clefairy,75,1384921
Clefairy,95,3275618
Clefairy,16,11575
Clefairy,36,146050
Clefairy,56,566732
Clefairy,76,1442538
Clefairy,96,3576310
Clefairy,17,14031
Clefairy,37,158922
Clefairy,57,598241
Clefairy,77,1501867
Clefairy,97,4015929
Clefairy,18,16814
Clefairy,38,172529
Clefairy,58,630901
Clefairy,78,1562970
Clefairy,98,4717432
Clefairy,19,19944
Clefairy,39,186892
Clefairy,59,664735
Clefairy,79,1625919
Clefairy,99,5954052
Clefairy,20,23441
Clefairy,40,202033
Clefairy,60,699765
Clefairy,80,1690802
Clefairy,100,8401141
Clefable,1,0
Clefable,21,51840
Clefable,41,413502
Clefable,61,1396259
Clefable,81,3334512
Clefable,2,113
Clefable,22,59985
Clefable,42,445288
Clefable,62,1467374
Clefable,82,3465603
Clefable,3,163
Clefable,23,68943
Clefable,43,478663
Clefable,63,1540884
Clefable,83,3601149
Clefable,4,290
Clefable,24,78754
Clefable,44,513669
Clefable,64,1616834
Clefable,84,3741574
Clefable,5,533
Clefable,25,89456
Clefable,45,550342
Clefable,65,1695267
Clefable,85,3887440
Clefable,6,931
Clefable,26,101087
Clefable,46,588724
Clefable,66,1776231
Clefable,86,4039506
Clefable,7,1523
Clefable,27,113687
Clefable,47,628852
Clefable,67,1859771
Clefable,87,4198816
Clefable,8,2348
Clefable,28,127294
Clefable,48,670766
Clefable,68,1945937
Clefable,88,4366838
Clefable,9,3444
Clefable,29,141947
Clefable,49,714506
Clefable,69,2034779
Clefable,89,4545684
Clefable,10,4849
Clefable,30,157685
Clefable,50,760111
Clefable,70,2126351
Clefable,90,4738456
Clefable,11,6604
Clefable,31,174546
Clefable,51,807620
Clefable,71,2220709
Clefable,91,4949833
Clefable,12,8745
Clefable,32,192570
Clefable,52,857074
Clefable,72,2317912
Clefable,92,5187064
Clefable,13,11313
Clefable,33,211795
Clefable,53,908511
Clefable,73,2418027
Clefable,93,5461738
Clefable,14,14345
Clefable,34,232260
Clefable,54,961972
Clefable,74,2521122
Clefable,94,5793042
Clefable,15,17881
Clefable,35,254004
Clefable,55,1017496
Clefable,75,2627277
Clefable,95,6214040
Clefable,16,21959
Clefable,36,277066
Clefable,56,1075125
Clefable,76,2736580
Clefable,96,6784471
Clefable,17,26619
Clefable,37,301484
Clefable,57,1134899
Clefable,77,2849130
Clefable,97,7618454
Clefable,18,31898
Clefable,38,327298
Clefable,58,1196857
Clefable,78,2965046
Clefable,98,8949246
Clefable,19,37835
Clefable,39,354546
Clefable,59,1261043
Clefable,79,3084464
Clefable,99,11295188
Clefable,20,44469
Clefable,40,383268
Clefable,60,1327496
Clefable,80,3207551
Clefable,100,15937459
Vulpix,1,0
Vulpix,21,25317
Vulpix,41,201943
Vulpix,61,681893
Vulpix,81,1628482
Vulpix,2,55
Vulpix,22,29295
Vulpix,42,217466
Vulpix,62,716624
Vulpix,82,1692503
Vulpix,3,79
Vulpix,23,33670
Vulpix,43,233766
Vulpix,63,752525
Vulpix,83,1758700
Vulpix,4,141
Vulpix,24,38461
Vulpix,44,250861
Vulpix,64,789616
Vulpix,84,1827280
Vulpix,5,260
Vulpix,25,43687
Vulpix,45,268772
Vulpix,65,827921
Vulpix,85,1898517
Vulpix,6,455
Vulpix,26,49368
Vulpix,46,287516
Vulpix,66,867461
Vulpix,86,1972782
Vulpix,7,744
Vulpix,27,55521
Vulpix,47,307113
Vulpix,67,908260
Vulpix,87,2050584
Vulpix,8,1146
Vulpix,28,62166
Vulpix,48,327583
Vulpix,68,950341
Vulpix,88,2132642
Vulpix,9,1681
Vulpix,29,69323
Vulpix,49,348945
Vulpix,69,993729
Vulpix,89,2219985
Vulpix,10,2368
Vulpix,30,77008
Vulpix,50,371217
Vulpix,70,1038450
Vulpix,90,2314130
Vulpix,11,3225
Vulpix,31,85243
Vulpix,51,394419
Vulpix,71,1084532
Vulpix,91,2417360
Vulpix,12,4271
Vulpix,32,94045
Vulpix,52,418571
Vulpix,72,1132003
Vulpix,92,2533217
Vulpix,13,5525
Vulpix,33,103434
Vulpix,53,443691
Vulpix,73,1180896
Vulpix,93,2667360
Vulpix,14,7006
Vulpix,34,113429
Vulpix,54,469800
Vulpix,74,1231245
Vulpix,94,2829160
Vulpix,15,8732
Vulpix,35,124048
Vulpix,55,496917
Vulpix,75,1283089
Vulpix,95,3034763
Vulpix,16,10724
Vulpix,36,135311
Vulpix,56,525061
Vulpix,76,1336469
Vulpix,96,3313346
Vulpix,17,13000
Vulpix,37,147236
Vulpix,57,554253
Vulpix,77,1391435
Vulpix,97,3720640
Vulpix,18,15578
Vulpix,38,159843
Vulpix,58,584511
Vulpix,78,1448045
Vulpix,98,4370562
Vulpix,19,18477
Vulpix,39,173150
Vulpix,59,615858
Vulpix,79,1506366
Vulpix,99,5516254
Vulpix,20,21717
Vulpix,40,187177
Vulpix,60,648312
Vulpix,80,1566478
Vulpix,100,7783410
Ninetales,1,0
Ninetales,21,71531
Ninetales,41,570569
Ninetales,61,1926621
Ninetales,81,4601110
Ninetales,2,156
Ninetales,22,82770
Ninetales,42,614428
Ninetales,62,2024748
Ninetales,82,4781995
Ninetales,3,224
Ninetales,23,95131
Ninetales,43,660481
Ninetales,63,2126182
Ninetales,83,4969027
Ninetales,4,400
Ninetales,24,108669
Ninetales,44,708783
Ninetales,64,2230980
Ninetales,84,5162792
Ninetales,5,735
Ninetales,25,123435
Ninetales,45,759387
Ninetales,65,2339206
Ninetales,85,5364065
Ninetales,6,1285
Ninetales,26,139485
Ninetales,46,812348
Ninetales,66,2450923
Ninetales,86,5573892
Ninetales,7,2102
Ninetales,27,156870
Ninetales,47,867718
Ninetales,67,2566196
Ninetales,87,5793715
Ninetales,8,3240
Ninetales,28,175646
Ninetales,48,925554
Ninetales,68,2685091
Ninetales,88,6025560
Ninetales,9,4752
Ninetales,29,195865
Ninetales,49,985908
Ninetales,69,2807680
Ninetales,89,6272339
Ninetales,10,6691
Ninetales,30,217580
Ninetales,50,1048836
Ninetales,70,2934035
Ninetales,90,6538335
Ninetales,11,9112
Ninetales,31,240847
Ninetales,51,1114391
Ninetales,71,3064234
Ninetales,91,6830002
Ninetales,12,12067
Ninetales,32,265717
Ninetales,52,1182629
Ninetales,72,3198360
Ninetales,92,7157344
Ninetales,13,15610
Ninetales,33,292244
Ninetales,53,1253604
Ninetales,73,3336502
Ninetales,93,7536352
Ninetales,14,19794
Ninetales,34,320483
Ninetales,54,1327372
Ninetales,74,3478758
Ninetales,94,7993499
Ninetales,15,24674
Ninetales,35,350486
Ninetales,55,1403988
Ninetales,75,3625235
Ninetales,95,8574412
Ninetales,16,30301
Ninetales,36,382308
Ninetales,56,1483506
Ninetales,76,3776056
Ninetales,96,9361518
Ninetales,17,36730
Ninetales,37,416002
Ninetales,57,1565984
Ninetales,77,3931358
Ninetales,97,10512286
Ninetales,18,44014
Ninetales,38,451621
Ninetales,58,1651478
Ninetales,78,4091303
Ninetales,98,12348573
Ninetales,19,52206
Ninetales,39,489219
Ninetales,59,1740043
Ninetales,79,4256082
Ninetales,99,15585608
Ninetales,20,61361
Ninetales,40,528851
Ninetales,60,1831738
Ninetales,80,4425923
Ninetales,100,21991223
Jigglypuff,1,0
Jigglypuff,21,30541
Jigglypuff,41,243614
Jigglypuff,61,822602
Jigglypuff,81,1964519
Jigglypuff,2,66
Jigglypuff,22,35340
Jigglypuff,42,262340
Jigglypuff,62,864499
Jigglypuff,82,2041750
Jigglypuff,3,96
Jigglypuff,23,40618
Jigglypuff,43,282003
Jigglypuff,63,907808
Jigglypuff,83,2121607
Jigglypuff,4,170
Jigglypuff,24,46398
Jigglypuff,44,302626
Jigglypuff,64,952553
Jigglypuff,84,2204338
Jigglypuff,5,314
Jigglypuff,25,52702
Jigglypuff,45,324232
Jigglypuff,65,998762
Jigglypuff,85,2290275
Jigglypuff,6,548
Jigglypuff,26,59555
Jigglypuff,46,346845
Jigglypuff,66,1046461
Jigglypuff,86,2379864
Jigglypuff,7,897
Jigglypuff,27,66978
Jigglypuff,47,370486
Jigglypuff,67,1095679
Jigglypuff,87,2473721
Jigglypuff,8,1383
Jigglypuff,28,74995
Jigglypuff,48,395180
Jigglypuff,68,1146443
Jigglypuff,88,2572711
Jigglypuff,9,2029
Jigglypuff,29,83627
Jigglypuff,49,420949
Jigglypuff,69,1198784
Jigglypuff,89,2678077
Jigglypuff,10,2857
Jigglypuff,30,92899
Jigglypuff,50,447817
Jigglypuff,70,1252734
Jigglypuff,90,2791648
Jigglypuff,11,3890
Jigglypuff,31,102833
Jigglypuff,51,475807
Jigglypuff,71,1308324
Jigglypuff,91,2916180
Jigglypuff,12,5152
Jigglypuff,32,113452
Jigglypuff,52,504942
Jigglypuff,72,1365592
Jigglypuff,92,3055944
Jigglypuff,13,6665
Jigglypuff,33,124778
Jigglypuff,53,535247
Jigglypuff,73,1424574
Jigglypuff,93,3217768
Jigglypuff,14,8451
Jigglypuff,34,136835
Jigglypuff,54,566743
Jigglypuff,74,1485312
Jigglypuff,94,3412955
Jigglypuff,15,10534
Jigglypuff,35,149646
Jigglypuff,55,599455
Jigglypuff,75,1547853
Jigglypuff,95,3660985
Jigglypuff,16,12937
Jigglypuff,36,163232
Jigglypuff,56,633407
Jigglypuff,76,1612248
Jigglypuff,96,3997052
Jigglypuff,17,15682
Jigglypuff,37,177618
Jigglypuff,57,668622
Jigglypuff,77,1678557
Jigglypuff,97,4488391
Jigglypuff,18,18792
Jigglypuff,38,192827
Jigglypuff,58,705125
Jigglypuff,78,1746848
Jigglypuff,98,5272424
Jigglypuff,19,22290
Jigglypuff,39,208880
Jigglypuff,59,742940
Jigglypuff,79,1817203
Jigglypuff,99,6654529
Jigglypuff,20,26199
Jigglypuff,40,225801
Jigglypuff,60,782090
Jigglypuff,80,1889720
Jigglypuff,100,9389511
Wigglytuff,1,0
Wigglytuff,21,43803
Wigglytuff,41,349393
Wigglytuff,61,1179784
Wigglytuff,81,2817533
Wigglytuff,2,96
Wigglytuff,22,50685
Wigglytuff,42,376251
Wigglytuff,62,1239874
Wigglytuff,82,2928300
Wigglytuff,3,137
Wigglytuff,23,58254
Wigglytuff,43,404452
Wigglytuff,63,1301987
Wigglytuff,83,3042831
Wigglytuff,4,245
Wigglytuff,24,66544
Wigglytuff,44,434030
Wigglytuff,64,1366162
Wigglytuff,84,3161485
Wigglytuff,5,450
Wigglytuff,25,75587
Wigglytuff,45,465018
Wigglytuff,65,1432435
Wigglytuff,85,3284736
Wigglytuff,6,787
Wigglytuff,26,85415
Wigglytuff,46,497449
Wigglytuff,66,1500846
Wigglytuff,86,3413226
Wigglytuff,7,1287
Wigglytuff,27,96061
Wigglytuff,47,531355
Wigglytuff,67,1571434
Wigglytuff,87,3547836
Wigglytuff,8,1984
Wigglytuff,28,107558
Wigglytuff,48,566771
Wigglytuff,68,1644241
Wigglytuff,88,3689809
Wigglytuff,9,2910
Wigglytuff,29,119939
Wigglytuff,49,603730
Wigglytuff,69,1719309
Wigglytuff,89,3840927
Wigglytuff,10,4097
Wigglytuff,30,133237
Wigglytuff,50,642264
Wigglytuff,70,1796684
Wigglytuff,90,4003812
Wigglytuff,11,5580
Wigglytuff,31,147484
Wigglytuff,51,682408
Wigglytuff,71,1876413
Wigglytuff,91,4182417
Wigglytuff,12,7389
Wigglytuff,32,162714
Wigglytuff,52,724194
Wigglytuff,72,1958546
Wigglytuff,92,4382868
Wigglytuff,13,9559
Wigglytuff,33,178958
Wigglytuff,53,767656
Wigglytuff,73,2043139
Wigglytuff,93,4614957
Wigglytuff,14,12121
Wigglytuff,34,196251
Wigglytuff,54,812829
Wigglytuff,74,2130250
Wigglytuff,94,4894896
Wigglytuff,15,15109
Wigglytuff,35,214623
Wigglytuff,55,859745
Wigglytuff,75,2219947
Wigglytuff,95,5250623
Wigglytuff,16,18555
Wigglytuff,36,234110
Wigglytuff,56,908439
Wigglytuff,76,2312304
Wigglytuff,96,5732615
Wigglytuff,17,22492
Wigglytuff,37,254742
Wigglytuff,57,958945
Wigglytuff,77,2407405
Wigglytuff,97,6437298
Wigglytuff,18,26952
Wigglytuff,38,276554
Wigglytuff,58,1011298
Wigglytuff,78,2505348
Wigglytuff,98,7561766
Wigglytuff,19,31969
Wigglytuff,39,299578
Wigglytuff,59,1065532
Wigglytuff,79,2606252
Wigglytuff,99,9543996
Wigglytuff,20,37575
Wigglytuff,40,323847
Wigglytuff,60,1121682
Wigglytuff,80,2710256
Wigglytuff,100,13466535
Zubat,1,0
Zubat,21,21700
Zubat,41,173094
Zubat,61,584480
Zubat,81,1395842
Zubat,2,47
Zubat,22,25110
Zubat,42,186399
Zubat,62,614249
Zubat,82,1450717
Zubat,3,68
Zubat,23,28860
Zubat,43,200370
Zubat,63,645021
Zubat,83,1507457
Zubat,4,121
Zubat,24,32967
Zubat,44,215024
Zubat,64,676814
Zubat,84,1566240
Zubat,5,223
Zubat,25,37446
Zubat,45,230376
Zubat,65,709647
Zubat,85,1627300
Zubat,6,390
Zubat,26,42315
Zubat,46,246442
Zubat,66,743538
Zubat,86,1690956
Zubat,7,637
Zubat,27,47590
Zubat,47,263240
Zubat,67,778508
Zubat,87,1757643
Zubat,8,983
Zubat,28,53285
Zubat,48,280786
Zubat,68,814578
Zubat,88,1827978
Zubat,9,1441
Zubat,29,59419
Zubat,49,299095
Zubat,69,851768
Zubat,89,1902844
Zubat,10,2030
Zubat,30,66007
Zubat,50,318186
Zubat,70,890100
Zubat,90,1983540
Zubat,11,2764
Zubat,31,73065
Zubat,51,338073
Zubat,71,929599
Zubat,91,2072023
Zubat,12,3660
Zubat,32,80610
Zubat,52,358775
Zubat,72,970289
Zubat,92,2171329
Zubat,13,4735
Zubat,33,88658
Zubat,53,380307
Zubat,73,1012197
Zubat,93,2286309
Zubat,14,6005
Zubat,34,97225
Zubat,54,402686
Zubat,74,1055353
Zubat,94,2424994
Zubat,15,7485
Zubat,35,106327
Zubat,55,425928
Zubat,75,1099790
Zubat,95,2601226
Zubat,16,9192
Zubat,36,115981
Zubat,56,450052
Zubat,76,1145545
Zubat,96,2840011
Zubat,17,11142
Zubat,37,126202
Zubat,57,475074
Zubat,77,1192659
Zubat,97,3189120
Zubat,18,13352
Zubat,38,137008
Zubat,58,501010
Zubat,78,1241182
Zubat,98,3746196
Zubat,19,15838
Zubat,39,148414
Zubat,59,527878
Zubat,79,1291171
Zubat,99,4728218
Zubat,20,18615
Zubat,40,160438
Zubat,60,555696
Zubat,80,1342696
Zubat,100,6671494
Golbat,1,0
Golbat,21,68718
Golbat,41,548131
Golbat,61,1850855
Golbat,81,4420168
Golbat,2,150
Golbat,22,79515
Golbat,42,590265
Golbat,62,1945123
Golbat,82,4593939
Golbat,3,216
Golbat,23,91390
Golbat,43,634507
Golbat,63,2042568
Golbat,83,4773616
Golbat,4,384
Golbat,24,104395
Golbat,44,680910
Golbat,64,2143245
Golbat,84,4959761
Golbat,5,706
Golbat,25,118581
Golbat,45,729524
Golbat,65,2247215
Golbat,85,5153119
Golbat,6,1235
Golbat,26,133999
Golbat,46,780401
Golbat,66,2354539
Golbat,86,5354694
Golbat,7,2019
Golbat,27,150701
Golbat,47,833595
Golbat,67,2465278
Golbat,87,5565872
Golbat,8,3112
Golbat,28,168738
Golbat,48,889156
Golbat,68,2579498
Golbat,88,5788599
Golbat,9,4565
Golbat,29,188162
Golbat,49,947136
Golbat,69,2697265
Golbat,89,6025674
Golbat,10,6428
Golbat,30,209024
Golbat,50,1007589
Golbat,70,2818651
Golbat,90,6281210
Golbat,11,8754
Golbat,31,231375
Golbat,51,1070567
Golbat,71,2943730
Golbat,91,6561406
Golbat,12,11593
Golbat,32,255267
Golbat,52,1136121
Golbat,72,3072582
Golbat,92,6875875
Golbat,13,14996
Golbat,33,280751
Golbat,53,1204305
Golbat,73,3205291
Golbat,93,7239979
Golbat,14,19016
Golbat,34,307880
Golbat,54,1275172
Golbat,74,3341953
Golbat,94,7679148
Golbat,15,23703
Golbat,35,336703
Golbat,55,1348775
Golbat,75,3482670
Golbat,95,8237216
Golbat,16,29109
Golbat,36,367273
Golbat,56,1425166
Golbat,76,3627559
Golbat,96,8993368
Golbat,17,35285
Golbat,37,399642
Golbat,57,1504401
Golbat,77,3776754
Golbat,97,10098881
Golbat,18,42283
Golbat,38,433860
Golbat,58,1586532
Golbat,78,3930409
Golbat,98,11862955
Golbat,19,50153
Golbat,39,469980
Golbat,59,1671615
Golbat,79,4088708
Golbat,99,14972691
Golbat,20,58948
Golbat,40,508053
Golbat,60,1759704
Golbat,80,4251870
Golbat,100,21126400
Oddish,1,0
Oddish,21,31345
Oddish,41,250024
Oddish,61,844249
Oddish,81,2016216
Oddish,2,68
Oddish,22,36270
Oddish,42,269243
Oddish,62,887249
Oddish,82,2095480
Oddish,3,98
Oddish,23,41687
Oddish,43,289424
Oddish,63,931697
Oddish,83,2177439
Oddish,4,175
Oddish,24,47619
Oddish,44,310590
Oddish,64,977620
Oddish,84,2262347
Oddish,5,322
Oddish,25,54089
Oddish,45,332765
Oddish,65,1025045
Oddish,85,2350545
Oddish,6,563
Oddish,26,61122
Oddish,46,355972
Oddish,66,1074000
Oddish,86,2442492
Oddish,7,921
Oddish,27,68741
Oddish,47,380236
Oddish,67,1124512
Oddish,87,2538818
Oddish,8,1419
Oddish,28,76968
Oddish,48,405579
Oddish,68,1176613
Oddish,88,2640414
Oddish,9,2082
Oddish,29,85828
Oddish,49,432027
Oddish,69,1230331
Oddish,89,2748553
Oddish,10,2932
Oddish,30,95344
Oddish,50,459602
Oddish,70,1285700
Oddish,90,2865113
Oddish,11,3993
Oddish,31,105539
Oddish,51,488328
Oddish,71,1342754
Oddish,91,2992922
Oddish,12,5288
Oddish,32,116437
Oddish,52,518230
Oddish,72,1401528
Oddish,92,3136364
Oddish,13,6840
Oddish,33,128062
Oddish,53,549332
Oddish,73,1462062
Oddish,93,3302446
Oddish,14,8674
Oddish,34,140436
Oddish,54,581657
Oddish,74,1524399
Oddish,94,3502769
Oddish,15,10812
Oddish,35,153584
Oddish,55,615230
Oddish,75,1588586
Oddish,95,3757326
Oddish,16,13278
Oddish,36,167528
Oddish,56,650076
Oddish,76,1654676
Oddish,96,4102238
Oddish,17,16095
Oddish,37,182293
Oddish,57,686218
Oddish,77,1722730
Oddish,97,4606507
Oddish,18,19287
Oddish,38,197901
Oddish,58,723681
Oddish,78,1792818
Oddish,98,5411172
Oddish,19,22877
Oddish,39,214377
Oddish,59,762491
Oddish,79,1865024
Oddish,99,6829648
Oddish,20,26888
Oddish,40,231743
Oddish,60,802672
Oddish,80,1939449
Oddish,100,9636603
Gloom,1,0
Gloom,21,53045
Gloom,41,423119
Gloom,61,1428730
Gloom,81,3412059
Gloom,2,116
Gloom,22,61380
Gloom,42,455643
Gloom,62,1501499
Gloom,82,3546198
Gloom,3,166
Gloom,23,70547
Gloom,43,489795
Gloom,63,1576719
Gloom,83,3684896
Gloom,4,296
Gloom,24,80586
Gloom,44,525614
Gloom,64,1654435
Gloom,84,3828587
Gloom,5,545
Gloom,25,91536
Gloom,45,563141
Gloom,65,1734692
Gloom,85,3977846
Gloom,6,953
Gloom,26,103438
Gloom,46,602415
Gloom,66,1817538
Gloom,86,4133448
Gloom,7,1559
Gloom,27,116331
Gloom,47,643476
Gloom,67,1903021
Gloom,87,4296462
Gloom,8,2402
Gloom,28,130254
Gloom,48,686366
Gloom,68,1991191
Gloom,88,4468392
Gloom,9,3524
Gloom,29,145248
Gloom,49,731123
Gloom,69,2082099
Gloom,89,4651398
Gloom,10,4962
Gloom,30,161352
Gloom,50,777788
Gloom,70,2175801
Gloom,90,4848653
Gloom,11,6757
Gloom,31,178605
Gloom,51,826402
Gloom,71,2272353
Gloom,91,5064945
Gloom,12,8949
Gloom,32,197048
Gloom,52,877006
Gloom,72,2371817
Gloom,92,5307693
Gloom,13,11576
Gloom,33,216720
Gloom,53,929639
Gloom,73,2474260
Gloom,93,5588755
Gloom,14,14679
Gloom,34,237661
Gloom,54,984343
Gloom,74,2579753
Gloom,94,5927764
Gloom,15,18297
Gloom,35,259911
Gloom,55,1041159
Gloom,75,2688377
Gloom,95,6358553
Gloom,16,22470
Gloom,36,283509
Gloom,56,1100128
Gloom,76,2800221
Gloom,96,6942249
Gloom,17,27238
Gloom,37,308495
Gloom,57,1161292
Gloom,77,2915389
Gloom,97,7795627
Gloom,18,32639
Gloom,38,334910
Gloom,58,1224691
Gloom,78,3034000
Gloom,98,9157368
Gloom,19,38715
Gloom,39,362792
Gloom,59,1290369
Gloom,79,3156195
Gloom,99,11557867
Gloom,20,45504
Gloom,40,392181
Gloom,60,1358368
Gloom,80,3282145
Gloom,100,16308098
Vileplume,1,0
Vileplume,21,73942
Vileplume,41,589802
Vileplume,61,1991563
